,fin_investing_cash_flow,fin_financing_cash_flow,fin_operating_cash_flow,cash_and_cash_equivalents,macro_10Y Treasury Yield,capital_call_proxy
2020-02-07,2.0164938060112263,82.60850607195381,262.96013783888037,176.04377139197607,1.4910442547614204,0.0
2020-02-08,33.59069755507848,8.437700299108144,291.36460338156917,149.71293913176106,1.5889171966552966,0.0
2020-02-09,109.84306179345617,75.81365510854144,279.3026229033669,225.40578735243986,1.3561973581734694,0.0
2020-02-10,136.92332899977052,78.16762842068958,265.41477500547336,233.8458557484708,1.5497757693109866,0.0
2020-02-11,108.56841405949852,22.725839244620044,176.36849516044185,375.34194635024306,2.7097278403989193,0.0
2020-02-12,94.21758588058798,39.729642801135384,157.1190468532954,238.5461216308905,1.5422614854548538,0.0
2020-02-13,84.94481522053556,22.357383287851608,224.94556327431482,214.3651481718796,2.063229609530345,0.0
2020-02-14,26.073900481628627,44.626974242781614,269.9846054255802,238.83662633054408,1.7485656231645221,0.0
2020-02-15,64.00778958026457,42.29914289535647,183.29594744175446,411.8632334154212,2.5894329685184694,0.0
2020-02-16,76.96806145201063,69.4915133067335,279.887897428579,301.3043374376952,2.6555811483018084,0.0
2020-02-17,152.85611131094578,82.7577186529902,308.9462559114635,282.07489746430883,2.4320349910694734,0.0
2020-02-18,117.18091447842306,84.89209526974889,131.27593106949354,288.99945012989485,2.153067276551378,0.0
2020-02-19,11.847992231863302,35.945799335542446,137.230947215279,429.20603343265225,1.8844702315795507,0.0
2020-02-20,116.20419846973975,44.7694531563868,189.47187058209977,225.08282733967582,1.4040626479043752,0.0
2020-02-21,80.74588597918418,7.914045194476245,223.07095011418974,431.5508290940104,2.9717644405610986,0.0
2020-02-22,66.15389998470206,29.853248337595282,160.65747396747116,321.0496298921504,1.6201634911237233,0.0
2020-02-23,130.5838144420434,74.12129082743644,301.4152009150358,283.95806180246524,2.3318231735164208,0.0
2020-02-24,151.54997612479755,90.3895705887058,231.80501461388383,550.0900497934281,2.5297827863116984,0.0
2020-02-25,146.56400595580993,19.14127820300195,202.95852861805545,194.43605102014038,1.7223597515473352,0.0
2020-02-26,58.03912383886807,35.188393521177645,92.30678570986043,264.6314240432994,2.519006263657981,0.0
2020-02-27,84.53938120743928,49.33985607602683,101.31381376793696,176.7568760836,2.3821066016694274,0.0
2020-02-28,116.5631715701782,57.00402897049017,221.07569377113546,395.2461970536169,2.8639819176908827,0.0
2020-02-29,148.77725635611796,29.759912001958845,40.05532803838727,468.9188933651679,1.7653267667866444,0.0
2020-03-01,76.04128810773551,60.60152611160224,275.94780572330535,466.9922781404639,1.3570679913601427,0.0
2020-03-02,90.71705116680914,38.1540163232271,188.13846167207598,422.3948753146005,1.7472551222777444,0.0
2020-03-03,44.68325129969859,49.638693228043024,443.231972719605,280.2379532204034,2.104426771267166,0.0
2020-03-04,40.18966879596646,63.657106200092485,373.0937187962083,263.4759022510153,2.029106363542528,0.0
2020-03-05,140.6262911197099,50.160556745273446,186.39131980643623,132.88302275059348,1.8032810518627247,0.0
2020-03-06,167.81200142854115,39.09035273683578,192.02472481015138,503.58735351817927,1.0454012705113787,0.0
2020-03-07,96.3994939209833,47.25975490185423,274.66861355015226,346.8978078148468,2.2352414980645534,0.0
2020-03-08,150.17664489460122,47.79092601986662,327.73794574385283,250.8043095130517,2.9861722395411,0.0
2020-03-09,118.08180125238171,40.749724252946805,77.14782069229874,432.80568889869676,2.232125619061502,0.0
2020-03-10,67.74401226974379,43.53009843332244,66.02184009839851,202.72354832399992,2.3045677595267566,0.0
2020-03-11,118.0697802754207,89.96617926261791,153.3473895834214,340.6622034222674,2.2862226530775507,0.0
2020-03-12,176.90182832329845,64.02298619853097,243.70531873803984,282.7370865709165,2.1985233349412,0.0
2020-03-13,98.20869804450243,42.61299204927099,237.26551928806978,363.8677139880301,2.4658329834340473,0.0
2020-03-14,178.2321827907003,67.4238601127684,280.2328591237888,293.64264608138785,2.1976868405928327,0.0
2020-03-15,-30.987255204487212,41.65451275609975,110.02268537260188,154.9072108888776,1.843661415173362,0.0
2020-03-16,141.09512521876118,79.32811593966603,26.289210277334263,307.55763726700377,1.602005544995623,0.0
2020-03-17,104.35235341190857,59.24105480495235,264.3510646476609,404.8864141875362,1.8755131723596623,0.0
2020-03-18,85.04963247670662,47.31744639989428,137.8852795276074,297.0783594146015,2.157064748225333,0.0
2020-03-19,104.58803882677512,61.19292314525694,48.61341017085215,377.5115121589086,1.8419585194385133,0.0
2020-03-20,0.6215542699553538,10.728096198287517,210.87978094695362,195.4470514325947,2.1571693415657154,0.0
2020-03-21,89.0164056081244,21.83081327725487,259.4881766164008,297.37392067301477,2.2195750668502088,0.0
2020-03-22,117.85562857558732,20.151874840023616,190.8457150909042,237.54895449114227,2.416589715635091,0.0
2020-03-23,173.89470223707582,53.57357736909267,165.6613710363133,374.698084010471,2.6413974844194903,0.0
2020-03-24,74.08648908631763,93.31287498712729,188.047832589057,303.1491562261996,2.0390037092394286,0.0
2020-03-25,59.57531985534062,105.7825036548158,172.2062928199413,369.00736763366126,1.3461117174261696,0.0
2020-03-26,74.91214782077317,65.95127753601894,98.89646660448747,408.7710426157866,1.827447951590405,0.0
2020-03-27,145.7701058851037,62.521111873611424,146.39894922571762,369.16185751213885,2.0220312837032997,0.0
2020-03-28,116.43755548298422,4.973556646181528,239.0959928760361,327.31184342936444,1.082115621911455,0.0
2020-03-29,73.51198981164806,36.43315500664946,224.1258906032375,200.17877414885947,2.694332260051241,0.0
2020-03-30,125.6633716556678,30.305406202294026,212.6044854475115,299.72138893330987,2.071188956255233,0.0
2020-03-31,104.85387746740201,34.4788100437221,125.36386386099655,246.69095979841669,2.1906764172901423,0.0
2020-04-01,148.43224952664445,45.79640453538026,186.38726283982496,265.5936043295774,2.6827632312631327,0.0
2020-04-02,64.89734530613238,38.19773555757182,36.720121516785895,262.5465849249749,1.6849285849288265,0.0
2020-04-03,83.61689267011158,0.5175047406053039,213.38574979140424,202.00744252177554,2.2870209654420153,0.0
2020-04-04,80.39459234339212,68.69775640293835,307.1643280860176,104.26614108660101,1.9450679384490321,0.0
2020-04-05,26.82425259339408,23.181424356504838,89.44009009684207,233.18569516722332,1.9079565664920404,0.0
2020-04-06,114.8060138532288,55.98117160277874,156.05542450116835,319.33794519241593,1.6139038060978104,0.0
2020-04-07,113.05276360899447,101.85206674374933,224.68300840325972,165.18229545725097,2.8328016068432635,0.0
2020-04-08,100.25567283212304,27.015385210339417,293.9631975820613,301.5682236471624,1.8122499799622145,0.0
2020-04-09,88.27064333124265,-13.257188068658245,166.3831537774888,490.0268424310965,2.349732123447851,0.0
2020-04-10,29.23146289747929,42.84989445299723,148.08122530505779,402.3056555252239,1.0624963062640318,0.0
2020-04-11,78.96773386173204,77.52399087496428,52.33076431879377,464.3541509120529,2.5899942648448935,0.0
2020-04-12,82.86427417366153,98.95868635551486,207.75785969810798,339.1127876932726,2.5261055779785293,0.0
2020-04-13,59.886136538919054,19.26126013868958,353.1557030107808,416.7509822986446,2.0487170551486513,0.0
2020-04-14,91.93571441669954,62.41748058091304,220.8018846473507,227.60352695322126,1.8865287669310378,0.0
2020-04-15,120.20254284072692,38.367238580498665,198.3290765612215,235.56597329780158,2.2000000028067834,0.0
2020-04-16,194.3092950605265,47.35129114239661,224.15617330752391,26.085979386252745,3.144395330440145,0.0
2020-04-17,108.72889064159195,116.10858367542588,199.16809970385484,418.6145474042299,1.1183816505482573,0.0
2020-04-18,112.87751953613822,12.425741790121172,139.02392208049025,454.0323979819886,2.391013693787064,0.0
2020-04-19,96.27770421169164,56.343491537364336,261.7459936758279,244.682275465273,1.5441913489230488,0.0
2020-04-20,4.061439235047928,61.69232929413583,216.93211423338158,274.6048293602765,1.9900408018501343,0.0
2020-04-21,98.67430622753916,77.14465812348368,201.3209938950243,224.61378863090385,1.8760599404606686,0.0
2020-04-22,103.01151049705132,52.44957883677239,126.84754795413126,338.2653551477492,1.7858408711011222,0.0
2020-04-23,223.1621056242643,57.70126348760256,297.7630948951069,412.49325453032407,1.9947674354736353,0.0
2020-04-24,90.38195176094388,40.208785814455226,249.85270589998325,125.7228026118959,1.4329144273611047,0.0
2020-04-25,115.07736711668062,56.72817353112768,158.53093719745235,340.9438530642252,2.5145902180639834,0.0
2020-04-26,98.26441151473783,41.42019311256474,275.1368640261453,272.33282282808545,1.1029282444006998,0.0
2020-04-27,41.5660981190234,65.53929724640128,162.68218712110945,311.33943919666893,2.269882256414171,0.0
2020-04-28,157.14114072575103,40.75974159890915,141.3497380616722,345.8994001674291,1.8367320737327144,0.0
2020-04-29,137.5966516343387,59.42750984755466,143.02226618897848,281.1797561227179,1.4145375530962732,0.0
2020-04-30,139.55159735215233,49.268429657875544,67.16985851839317,289.64131465942194,2.1011916852993475,0.0
2020-05-01,54.53062726026305,78.1512562693042,235.36567853136543,278.6124832445361,1.221524456646761,0.0
2020-05-02,170.13971554680495,48.715156910287845,62.66413412462373,397.0316201788281,2.0198569108598172,0.0
2020-05-03,29.90744686038596,5.674188294827964,107.8667126550678,341.8759960127496,1.2885615460942228,0.0
2020-05-04,129.34285469001352,81.54803751784979,44.33089931911002,322.0583537737361,2.2306360421589155,0.0
2020-05-05,209.52278129049893,27.35669247843453,193.54477304068303,172.90482789077174,1.5378213331848123,0.0
2020-05-06,50.47318374346558,33.65584153377951,188.72596547960958,262.1420256786846,1.7745029914853454,0.0
2020-05-07,71.6851135198614,35.10846764891269,175.4977840110227,389.8669160339174,2.1469746939715812,0.0
2020-05-08,104.98256825438206,84.36095232927043,121.80667289970678,303.76965731239227,1.613728944078882,0.0
2020-05-09,74.82621729419004,-3.3918553494673844,112.08246849225199,365.95314695891386,1.9710180001658488,0.0
2020-05-10,22.46682844669337,128.44371334149986,234.82773976599307,476.65118003276336,1.2430847493775732,0.0
2020-05-11,103.42814874030137,76.4014202266513,158.70860512186343,403.86060692088165,2.315437801798078,0.0
2020-05-12,46.884814313694754,55.58097285322899,223.72687411521085,309.31583376997423,2.8824569027753855,0.0
2020-05-13,123.67962153175908,48.62764998459284,133.6063485406833,248.9010829804273,3.3961044339549806,0.0
2020-05-14,54.02878828830984,57.138851871441425,213.57970570783118,44.64504039441016,2.04558407333322,0.0
2020-05-15,177.496720250877,63.028060709483455,297.7458527987048,283.1615077527147,2.3941020703985934,0.0
2020-05-16,60.83733538318815,66.13038964875142,243.96243502945873,267.3987504183151,1.1096871635462553,0.0
2020-05-17,83.89692418971622,63.89011165008621,169.06896363376399,339.03661943953756,2.751367163152794,0.0
2020-05-18,140.67586086848348,52.23951703138122,219.28992277669454,284.6094773025312,2.388114252362053,0.0
2020-05-19,38.456784178302236,45.06653949231685,181.95011191023403,267.9614940563206,1.7580332775243834,0.0
2020-05-20,111.37299673020647,46.21816790866221,200.59101385210462,122.06010694927792,2.6185904001445044,0.0
2020-05-21,165.3571377141214,45.127292991182976,175.57917108886224,206.00321708499337,1.8727619616773292,0.0
2020-05-22,19.62583827193862,78.34425242167661,187.67485955859567,347.66510408005576,1.7709874084927217,0.0
2020-05-23,109.23169292661521,64.83891805702154,215.90700148056314,471.5907631132694,2.2376674627137456,0.0
2020-05-24,112.99413971242117,-23.50971586660701,125.4980975313537,290.24746162543767,1.4683227500848406,0.0
2020-05-25,139.09114358886552,66.39751941324403,123.80908797575162,332.78110735741234,2.510812382199974,0.0
2020-05-26,38.1524644560959,54.868404867969375,95.85930846265917,395.24781569528056,1.4720050940365783,0.0
2020-05-27,33.97716934578618,49.532281088852564,79.97966716222176,218.91060637997504,1.4749726050884069,0.0
2020-05-28,126.09707828084488,40.287038672777854,108.70379808346405,336.6814043285442,1.5451551057958328,0.0
2020-05-29,114.8492336616593,78.10281799965034,211.9596880103097,225.95098936678414,2.379750018758061,0.0
2020-05-30,112.52464251729383,73.68816155307144,133.04093633810868,386.4824438491011,1.6916123192401462,0.0
2020-05-31,117.32241047484878,30.678058304409774,238.52108481733222,315.1403047951733,1.3260021078164157,0.0
2020-06-01,65.99876392107547,60.176307178113376,202.60353115644213,329.84518139814395,1.697160000032101,0.0
2020-06-02,111.61268485805017,25.70858163646785,52.36218399214596,221.74014025814108,1.9839788146597566,0.0
2020-06-03,114.65362366493406,15.50954588027674,249.12316881662673,370.70323596107846,1.4095137581678072,0.0
2020-06-04,64.2824290986816,34.332069385250875,260.8098984193782,508.4712921231016,1.4241594454828284,0.0
2020-06-05,193.28872555723783,71.55983680956896,125.460299387386,199.20883045717937,3.0556481670497924,0.0
2020-06-06,123.69164604558938,73.82812613440217,231.51436571712438,266.0240992352476,1.5697172980930565,0.0
2020-06-07,40.43482513986757,62.82713550243233,135.76263219431007,323.16074741680916,1.8384788156134966,0.0
2020-06-08,132.82768043169148,68.12739467119994,207.32527825612516,378.64062119958163,1.816381499600357,0.0
2020-06-09,51.26591648863393,62.90445717787396,105.16261947837758,244.0453714710531,1.789321596114779,0.0
2020-06-10,139.3542301871226,33.9629601194262,65.51701605990675,16.69697098572601,2.310673369984551,91.10320326091605
2020-06-11,157.9297789503702,60.798063616848516,171.28871077902735,435.9189494164025,2.4740714752360247,0.0
2020-06-12,58.965884082414476,70.01023813069206,190.7203290293873,376.05061195841427,1.847022784234204,0.0
2020-06-13,148.16880646221608,68.85728324533936,170.1740229789047,125.70524695133349,1.3817608567038255,0.0
2020-06-14,120.63904634682491,79.72283428686607,111.19770813330804,239.2431208220444,2.6372201139244518,0.0
2020-06-15,141.1030079997245,67.7075961800266,170.0075703401647,456.8182429527326,1.9523294544016587,0.0
2020-06-16,194.8396491326974,58.78620518853957,220.19710644355504,444.7796418457866,2.865160907428584,0.0
2020-06-17,87.73059419985647,76.75375595791068,196.63302274080974,393.8640022678945,0.8772070512174186,0.0
2020-06-18,62.31319178212552,49.336968518773496,213.687577294941,282.38875660401374,2.09770161064166,0.0
2020-06-19,55.52427851872383,27.953133719307054,149.74135996593253,308.298741881251,2.959303166938104,0.0
2020-06-20,59.20948575172809,45.9233259014059,287.87884360371197,286.90741948738736,1.8233679322809209,0.0
2020-06-21,96.1449145292948,31.377433879838772,111.78699975839146,412.8239783268838,1.887253288332682,0.0
2020-06-22,117.05759874083219,33.12054312564047,236.5670222815039,212.415759350489,2.1477558457951695,0.0
2020-06-23,113.83453996650096,46.38703323211205,288.64183197199714,219.42003451157953,1.7206020905575214,0.0
2020-06-24,141.35916245180118,30.18950197500097,236.06810695616716,401.0274586836016,1.8439640339736336,0.0
2020-06-25,100.65009459389535,42.30096175902399,184.81068297013775,295.5638544488438,1.8310924529042985,0.0
2020-06-26,172.67670385786585,2.659633326155358,160.37772150027655,437.8467355453808,1.6862896327868133,0.0
2020-06-27,86.76715833810219,55.332342684323464,277.70657382846923,232.84877930194543,2.6144282751002796,0.0
2020-06-28,236.00845832948093,50.03013688405561,93.27688060537453,294.5221639661175,2.2305390161482177,0.0
2020-06-29,131.28336738825033,29.572784223295233,127.24068047152673,207.75870151560468,2.125314116051651,0.0
2020-06-30,57.142122179185876,66.48114171081014,170.1831675881209,300.7362681423567,2.4042855034450583,0.0
2020-07-01,46.45537509694439,73.43925344066396,292.82403181339987,152.1453063001201,1.8678220833982666,0.0
2020-07-02,124.12362076215926,9.811003390775646,228.4825727030672,251.23665790450372,1.6128980908235497,0.0
2020-07-03,88.82686073370746,30.931880535844645,127.3965681117316,156.37461350718823,1.6986878476927214,0.0
2020-07-04,135.7000247046046,30.771441255317544,176.72692209613223,369.3923233191258,2.0008915205523046,0.0
2020-07-05,123.66188122867725,26.502422472278383,153.92576419277793,371.65893397596517,1.470394145813549,0.0
2020-07-06,96.35855436715636,70.73687104829371,146.76582558248487,126.97372695156551,1.7498694917066622,0.0
2020-07-07,57.660314096579754,45.15434653067991,273.4167168917584,433.3885745500573,1.7419416790642828,0.0
2020-07-08,24.257638765706773,43.38712896723473,97.11926530523708,549.7415126419854,3.062278114914507,0.0
2020-07-09,77.67425239664894,-0.09655911016884033,320.658564180078,304.6006386736341,0.6130925300330416,0.0
2020-07-10,142.81993971617362,65.88545075523066,262.1172267638467,235.88857397753551,1.9101901392971834,0.0
2020-07-11,110.7046872065102,19.018540128663187,281.8146252952773,582.4330591003046,2.8628468964073854,0.0
2020-07-12,37.7130610644006,51.49831575665821,165.27953659810564,168.10315016974891,2.060922232066227,0.0
2020-07-13,108.6590462925591,56.93442344895479,188.7544460690668,302.01064668690987,2.3767087367105466,0.0
2020-07-14,119.26586898644183,84.01646489596627,92.5136139106466,317.96222726319235,2.049913157549884,0.0
2020-07-15,55.80712818994335,17.279490022022195,160.65031946998977,434.51476204524147,1.6663333093917598,0.0
2020-07-16,107.68625529727639,-25.487803895520628,237.02411357323632,335.97389751267883,0.8790420327455435,0.0
2020-07-17,102.9104359223,54.59623861884237,297.2047296336047,250.13661042115484,2.1027278435181516,0.0
2020-07-18,42.85148510846884,95.01277953777134,116.96323873981612,204.8815629612044,1.6121966976988045,0.0
2020-07-19,117.88936801741417,80.97365882348593,172.58705472610507,265.81781797538645,1.5998322969173482,0.0
2020-07-20,128.03922631841172,55.241485381865644,188.65255848256083,199.30726390548557,1.7505063720104441,0.0
2020-07-21,154.15256215876386,37.70909535919881,95.31580983556361,304.7825319784683,2.8724307033117467,0.0
2020-07-22,152.69010260174514,70.17806491593277,244.35119313188002,243.58038201395135,3.2024187711269865,0.0
2020-07-23,31.116531602145443,25.661345007388285,145.7007251193043,150.59622067102495,2.1086039687642004,0.0
2020-07-24,53.108748004243864,61.90894423390548,185.3457236617232,425.5145788374904,1.7676163880441362,0.0
2020-07-25,125.75176336043299,62.636753979165675,166.10379710660916,250.23274765709607,1.4113867912743947,0.0
2020-07-26,125.68929754561044,76.50524768747199,140.79961207102443,173.18631950246873,2.2342700807730345,0.0
2020-07-27,125.7523843153024,118.99150097277695,199.4716260889584,283.17408655124586,2.891452800032572,0.0
2020-07-28,292.63657453273606,59.81039917946917,183.82928160739831,306.83715659676585,1.8763298064874216,0.0
2020-07-29,128.54452553465836,37.27590935731253,172.1106588291001,125.35332744209663,0.8105019796233879,0.0
2020-07-30,156.77828200902994,49.36064219520014,145.3653783739743,333.1647667125763,2.335024835907762,0.0
2020-07-31,147.70008817466012,5.773102377772041,223.96435030872166,195.28424313097355,2.4926998557250246,0.0
2020-08-01,132.5695625652899,32.63217172277355,324.02129513692137,471.10288091907876,1.2070771798070763,0.0
2020-08-02,84.23653776798272,39.7679390471724,210.49154246293455,352.3960512076735,2.0882420918314764,0.0
2020-08-03,137.94846102466337,36.897790051635184,274.70886611833464,260.0100009890683,2.2256130080680494,0.0
2020-08-04,61.35873927312141,53.80887180084305,95.7333556134903,225.48322296826495,1.9634463489955307,0.0
2020-08-05,88.15906966299956,29.439501690444985,211.8321079470327,289.50322924363763,1.604614540457323,0.0
2020-08-06,75.73182260854483,78.02576668311178,117.69737607717,361.27907415832897,2.507968611781778,0.0
2020-08-07,104.09370696931613,50.00517662295493,89.2306304351074,297.45058714148,1.7983101270156587,0.0
2020-08-08,215.73292833367543,49.76749197153464,144.54714444057228,278.28411928631436,1.2574069186500338,0.0
2020-08-09,6.636740370412596,41.80263208717705,289.39245008101796,305.8370290817896,0.9752627571651595,0.0
2020-08-10,134.31300951872566,53.87976709647448,271.2511871502234,239.61410687630453,2.630424759999655,0.0
2020-08-11,19.36420644051742,70.62745661669086,218.22535415407998,265.6794073156962,2.308331988235559,0.0
2020-08-12,76.40340671052833,28.32174460722749,85.04745800825519,91.42075610949959,2.0439867735645847,0.0
2020-08-13,154.4475298483683,33.547087773118584,185.27895114590473,397.3726230852368,1.7798626815745981,0.0
2020-08-14,103.21400095477314,42.40684928058339,222.62750066763016,329.8797780321762,1.7355007928984365,0.0
2020-08-15,46.112761103534694,16.353226913169628,213.16521721839484,222.65441559665697,1.4621316757791942,0.0
2020-08-16,64.2348145370016,29.518553506962554,61.71548123894408,489.87349813552385,1.7842721777200576,0.0
2020-08-17,133.97988744673378,38.09447816138352,133.22616139850962,308.70164803923865,0.9399563924399128,0.0
2020-08-18,63.481668414143165,71.85972951781818,195.19416768884625,196.38564280248033,1.631968173265743,0.0
2020-08-19,110.82292947909875,56.56403322504812,240.22181821378925,385.67374214704586,1.844531241824453,0.0
2020-08-20,102.2785919951907,54.83974778418861,35.29041341750403,339.80482165092627,2.3049400235952096,0.0
2020-08-21,67.41998261970915,71.27244905419931,187.84070183901062,339.4579985484219,1.9800367683133182,0.0
2020-08-22,207.19720446626627,46.56570529001508,210.72865774092142,257.42443953484093,2.3974615569377793,0.0
2020-08-23,131.69595111590056,59.76162124822224,263.720899138716,345.0495723778035,2.6745675525567147,0.0
2020-08-24,-1.2571293328803534,47.419456176687596,251.96431881780774,273.82417097789056,2.529085046912051,0.0
2020-08-25,109.32271573847139,56.63405873499071,243.6928489106604,355.59414516458423,2.2352549236892783,0.0
2020-08-26,66.9106767615806,35.43103355971045,140.00446199735495,109.50555459893613,2.005931339590392,0.0
2020-08-27,142.6216667398112,-10.97042895691073,56.89983971575194,256.6126537020811,1.5096059957932204,0.0
2020-08-28,60.373963078364966,46.6430209453424,170.52104322039492,472.2155097808195,2.369972025689658,0.0
2020-08-29,94.26317792665505,85.5687034024985,275.122386890642,223.29325445996994,2.8398736911107645,0.0
2020-08-30,125.24936394902286,73.1553850560398,304.5090895643324,239.61617025068134,2.171053019825209,0.0
2020-08-31,143.2877597085061,74.13493711477926,253.2911826723339,255.2038661550025,2.9586295742130613,0.0
2020-09-01,39.98517964721119,80.90326804515544,232.20056171013007,178.51938641113566,1.2372141459694581,0.0
2020-09-02,83.27493820795257,52.21643977403593,228.47297362894741,79.17192237717478,1.4229183076102294,0.0
2020-09-03,76.25273444195219,54.93289268513989,158.29109399294146,276.9413601476387,2.427600753874131,0.0
2020-09-04,67.3335383713144,34.55870261414125,190.2454779834785,313.5859424081657,2.1321451050766256,0.0
2020-09-05,188.27271201405483,42.09817859932376,325.18021443697484,294.7494931461348,2.656891088285904,0.0
2020-09-06,120.24908554804777,65.39427874427854,129.30814956560926,285.51214380521134,1.9922641796366303,0.0
2020-09-07,36.95580228324774,80.0971109292204,321.1084093032389,304.30408708503876,1.566012288735834,0.0
2020-09-08,145.8930973527388,46.51384310797501,175.84788841309563,402.2841471550764,1.8932033788974787,0.0
2020-09-09,206.10780985063167,38.74526837871471,299.4074081821309,280.95538140707833,1.233658014538133,0.0
2020-09-10,151.62326302755736,50.01319897141493,94.48887428768464,242.59174229127302,1.4357046634514827,0.0
2020-09-11,24.031501702299323,65.03016872322787,243.9428150873487,271.8874515111914,2.486221998959005,0.0
2020-09-12,75.78829635668743,13.903629596661453,144.74223980392836,357.9346759756776,2.4363937072348048,0.0
2020-09-13,163.34555745933113,-7.404523828430953,93.85496060568593,441.20268785432495,2.1815021424030383,0.0
2020-09-14,64.61652671906097,36.23657876271041,216.39005318082093,237.18562608308218,1.1394612395197652,0.0
2020-09-15,122.19097140731142,19.482189352146033,275.7103841446976,309.89337870288836,1.8207982122435558,0.0
2020-09-16,138.73170267146685,37.29649505881723,136.62939210548777,333.835744193596,1.3875000556699746,0.0
2020-09-17,53.65347642109585,46.30549202956321,87.5738029656199,200.7421993271177,2.5882666268938825,0.0
2020-09-18,97.02373219690999,38.66878977442467,193.11164267487837,302.04171672129183,1.7081389332186994,0.0
2020-09-19,-62.063367003453635,86.31168836176863,193.44235034171143,153.43261426579048,1.4571261446092252,0.0
2020-09-20,48.780617933285505,58.168619115058,241.1239720665874,123.09496962606013,2.014898082560712,0.0
2020-09-21,87.37159243034199,57.51185899027071,271.21959285233663,336.6746407892257,1.679922771582694,0.0
2020-09-22,37.61084090175753,65.55517860108505,195.54386140456293,261.6125258669217,2.7418719551018533,0.0
2020-09-23,181.62056519658177,21.52917205548077,339.1627486095697,320.2280407621219,1.6325945512329045,0.0
